<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Магнит ао;D;20150327;000000;11140;11170;10930;11038;96403;0
Магнит ао;D;20150330;000000;11002;11305;11002;11185;92782;0
Магнит ао;D;20150331;000000;11210;11507;11140;11350;106532;0
Магнит ао;D;20150401;000000;11345;11790;11300;11750;148894;0
Магнит ао;D;20150402;000000;11755;12000;11629;11971;140070;0
Магнит ао;D;20150403;000000;11985;12020;11799;11799;48676;0
Магнит ао;D;20150406;000000;11934;11990;11660;11900;68376;0
Магнит ао;D;20150407;000000;12218;12218;11815;12020;155846;0
Магнит ао;D;20150408;000000;12190;12190;11856;11890;85515;0
Магнит ао;D;20150409;000000;11913;11948;11310;11744;198304;0
Магнит ао;D;20150410;000000;11799;11870;11560;11711;92784;0
Магнит ао;D;20150413;000000;11718;12300;11662;12300;179383;0
Магнит ао;D;20150414;000000;12200;12200;11801;11801;117503;0
Магнит ао;D;20150415;000000;11840;11948;11600;11870;129577;0
