<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.MOEXCN;D;20190404;000000;5669.5800000;5681.9100000;5652.1900000;5681.5600000;1455846888
RI.MOEXCN;D;20190405;000000;5684.9400000;5691.5800000;5659.6900000;5674.3500000;1530008138
RI.MOEXCN;D;20190408;000000;5680.2800000;5691.8100000;5648.4000000;5660.6200000;1448566202
RI.MOEXCN;D;20190409;000000;5657.8500000;5675.4800000;5647.2300000;5674.5100000;1014663380
RI.MOEXCN;D;20190410;000000;5631.4800000;5675.4000000;5631.4800000;5644.4300000;1741683370
RI.MOEXCN;D;20190411;000000;5661.8400000;5670.5100000;5649.8600000;5653.5600000;1764790722
RI.MOEXCN;D;20190412;000000;5664.9800000;5692.7700000;5654.9700000;5661.4700000;1424488625
RI.MOEXCN;D;20190415;000000;5682.9800000;5698.9100000;5659.0600000;5662.9100000;1654159030
RI.MOEXCN;D;20190416;000000;5679.0100000;5693.5100000;5667.4100000;5685.0000000;2052994804
RI.MOEXCN;D;20190417;000000;5693.6200000;5744.6400000;5685.5900000;5732.0600000;2196526572
RI.MOEXCN;D;20190418;000000;5728.7000000;5733.5400000;5696.9400000;5722.0500000;1788236184
RI.MOEXCN;D;20190419;000000;5724.5700000;5761.1300000;5716.9800000;5746.9300000;991708749
RI.MOEXCN;D;20190422;000000;5758.0500000;5775.8300000;5737.5700000;5747.5900000;1447850715
RI.MOEXCN;D;20190423;000000;5761.0100000;5821.4800000;5751.0700000;5806.9300000;2394821394
RI.MOEXCN;D;20190424;000000;5800.3800000;5815.3700000;5783.0400000;5814.2900000;2278065078
RI.MOEXCN;D;20190425;000000;5802.0500000;5913.6700000;5802.0500000;5860.7600000;2705939717
RI.MOEXCN;D;20190426;000000;5865.5900000;5865.5900000;5819.4600000;5835.6700000;1535083176
RI.MOEXCN;D;20190429;000000;5821.2900000;5851.5500000;5802.4900000;5834.4500000;1317797119
RI.MOEXCN;D;20190430;000000;5832.0000000;5888.4400000;5797.0100000;5888.4400000;3199562841
RI.MOEXCN;D;20190502;000000;5891.0600000;5946.0600000;5890.6700000;5917.2000000;1892944209
RI.MOEXCN;D;20190503;000000;5916.1100000;5944.8900000;5916.1100000;5944.8900000;1371555549
RI.MOEXCN;D;20190506;000000;5929.3000000;5929.3000000;5864.4600000;5911.0900000;1385016806
RI.MOEXCN;D;20190507;000000;5915.3800000;5965.6800000;5912.8600000;5937.7100000;1816824803
RI.MOEXCN;D;20190508;000000;5927.9300000;5942.7900000;5889.8200000;5889.8200000;1479786754
RI.MOEXCN;D;20190510;000000;5884.3900000;5890.4800000;5834.7500000;5838.7200000;1473773027
RI.MOEXCN;D;20190513;000000;5842.5800000;5872.6900000;5811.6700000;5817.6700000;1451693703
RI.MOEXCN;D;20190514;000000;5831.3000000;5858.4900000;5809.0300000;5831.0900000;1946073961
RI.MOEXCN;D;20190515;000000;5827.4900000;5829.8200000;5795.1900000;5807.8300000;1332837374
RI.MOEXCN;D;20190516;000000;5812.2100000;5880.1000000;5811.3200000;5852.0400000;1453457863
RI.MOEXCN;D;20190517;000000;5841.8700000;5929.2100000;5841.8700000;5906.0900000;1396471084
RI.MOEXCN;D;20190520;000000;5918.5300000;5952.2400000;5897.0200000;5912.1700000;1150760036
RI.MOEXCN;D;20190521;000000;5913.2200000;5923.0100000;5876.4100000;5885.4900000;1791807880
RI.MOEXCN;D;20190522;000000;5873.9600000;5896.2500000;5859.0900000;5884.8500000;1574753177
RI.MOEXCN;D;20190523;000000;5841.4100000;5863.3700000;5796.2300000;5796.2300000;1840261246
RI.MOEXCN;D;20190524;000000;5769.9600000;5795.0800000;5763.1400000;5768.8900000;1751258131
RI.MOEXCN;D;20190527;000000;5777.7000000;5815.5100000;5776.2000000;5804.0700000;1077288175
RI.MOEXCN;D;20190528;000000;5793.6900000;5814.8000000;5734.1200000;5761.3500000;3375226653
RI.MOEXCN;D;20190529;000000;5764.4300000;5843.5700000;5758.6800000;5825.2100000;2430396471
RI.MOEXCN;D;20190530;000000;5818.4700000;5852.0000000;5818.4700000;5843.3400000;1267305991
RI.MOEXCN;D;20190531;000000;5840.2800000;5868.2300000;5818.7400000;5853.6700000;1615159808
RI.MOEXCN;D;20190603;000000;5845.7500000;5900.8800000;5824.9500000;5898.2400000;2539182678
RI.MOEXCN;D;20190604;000000;5890.4200000;5920.3000000;5873.5700000;5887.8000000;2451282637
RI.MOEXCN;D;20190605;000000;5890.9000000;5930.7600000;5889.7300000;5911.5500000;1632092913
RI.MOEXCN;D;20190606;000000;5920.5900000;5940.6800000;5913.5500000;5932.6100000;1277987106
RI.MOEXCN;D;20190607;000000;5932.8200000;5945.8700000;5899.0900000;5909.7200000;1790124848
RI.MOEXCN;D;20190610;000000;5907.7500000;5921.9200000;5893.6600000;5906.8800000;1418737475
RI.MOEXCN;D;20190611;000000;5913.0600000;5962.5100000;5902.1000000;5946.6500000;2952571460
RI.MOEXCN;D;20190613;000000;5897.6900000;5930.9500000;5895.9200000;5922.0100000;1872245005
RI.MOEXCN;D;20190614;000000;5929.0200000;5946.2200000;5878.7900000;5884.2100000;1535920754
RI.MOEXCN;D;20190617;000000;5875.7700000;5916.5800000;5870.3500000;5887.9500000;1666872906
RI.MOEXCN;D;20190618;000000;5903.7400000;5920.1000000;5879.7200000;5911.0600000;1425957326
RI.MOEXCN;D;20190619;000000;5920.0100000;5925.8300000;5873.8200000;5885.6200000;1172858593
RI.MOEXCN;D;20190620;000000;5892.5300000;5948.1900000;5883.9600000;5912.9800000;3416946285
RI.MOEXCN;D;20190621;000000;5901.6500000;5941.4100000;5873.5600000;5908.7400000;1362945568
RI.MOEXCN;D;20190624;000000;5909.0500000;5927.6900000;5892.1200000;5908.1700000;1347524217
RI.MOEXCN;D;20190625;000000;5889.2100000;5910.4800000;5875.3300000;5887.9200000;1369930210
RI.MOEXCN;D;20190626;000000;5874.6400000;5960.7300000;5874.6400000;5952.3800000;4959229260
RI.MOEXCN;D;20190627;000000;5958.8500000;5985.6200000;5924.0800000;5944.7800000;2943974315
RI.MOEXCN;D;20190628;000000;5948.1300000;5965.2800000;5880.7300000;5896.0500000;1927961344
RI.MOEXCN;D;20190701;000000;5920.2700000;5925.2600000;5880.0100000;5908.8800000;1912674781
RI.MOEXCN;D;20190702;000000;5908.8300000;5975.0300000;5899.3300000;5968.2600000;1769980345
RI.MOEXCN;D;20190703;000000;5966.4100000;6001.5600000;5943.2700000;5987.3800000;1590431809
RI.MOEXCN;D;20190704;000000;5981.0800000;6001.3400000;5964.1700000;5991.9700000;2045182723
RI.MOEXCN;D;20190705;000000;6002.5400000;6014.7500000;5983.3600000;6006.0800000;1444785009
RI.MOEXCN;D;20190708;000000;5997.3500000;6032.9700000;5997.3500000;6029.9900000;2148702305
RI.MOEXCN;D;20190709;000000;6033.5200000;6050.9500000;6001.2100000;6021.5000000;1626383553
RI.MOEXCN;D;20190710;000000;6038.0300000;6104.7900000;6021.1300000;6053.9100000;2180482348
RI.MOEXCN;D;20190711;000000;6051.8600000;6069.9600000;5996.1700000;6009.1900000;1822021012
RI.MOEXCN;D;20190712;000000;6022.8800000;6074.6800000;6009.9000000;6061.7200000;1989589834
RI.MOEXCN;D;20190715;000000;6050.6900000;6083.6900000;6049.6200000;6064.4500000;1557254371
RI.MOEXCN;D;20190716;000000;6061.2400000;6100.7300000;6049.4200000;6082.5000000;1374222705
RI.MOEXCN;D;20190717;000000;6085.3400000;6102.0700000;6041.0600000;6042.6700000;1240380479
RI.MOEXCN;D;20190718;000000;6036.7300000;6067.9800000;6033.2500000;6051.8500000;1158424907
RI.MOEXCN;D;20190719;000000;6081.3200000;6097.4500000;6051.9200000;6051.9200000;2155103888
RI.MOEXCN;D;20190722;000000;6055.7700000;6059.5700000;5975.3300000;5982.0900000;1820975251
RI.MOEXCN;D;20190723;000000;6002.2000000;6034.2300000;5982.4900000;6016.3100000;1337288867
RI.MOEXCN;D;20190724;000000;6028.1100000;6030.6200000;5988.9800000;6007.9900000;1242738399
RI.MOEXCN;D;20190725;000000;5995.0200000;6040.5600000;5953.4800000;5971.3100000;3585906226
RI.MOEXCN;D;20190726;000000;5972.0700000;6034.9900000;5946.0600000;5977.7600000;5509426702
RI.MOEXCN;D;20190729;000000;5968.5000000;5985.3600000;5937.0500000;5950.3000000;5173265225
RI.MOEXCN;D;20190730;000000;5984.9300000;5990.1900000;5925.3000000;5951.3100000;4123711245
RI.MOEXCN;D;20190731;000000;5946.9300000;5982.7500000;5928.3600000;5971.9600000;2651082695
RI.MOEXCN;D;20190801;000000;5970.9100000;6028.9500000;5969.9200000;6015.1200000;2327487570
RI.MOEXCN;D;20190802;000000;5965.4500000;6003.8500000;5944.1300000;5946.4000000;2641641157
RI.MOEXCN;D;20190805;000000;5937.7300000;5948.9300000;5819.1400000;5828.1400000;3406681246
RI.MOEXCN;D;20190806;000000;5844.6000000;5887.3800000;5842.3400000;5864.9500000;2072288860
RI.MOEXCN;D;20190807;000000;5871.1800000;5898.7600000;5843.3900000;5895.5500000;2320401479
RI.MOEXCN;D;20190808;000000;5904.2600000;5913.2900000;5859.3500000;5859.6200000;1841686303
RI.MOEXCN;D;20190809;000000;5873.3500000;5894.2000000;5857.9700000;5865.4600000;1373503695
RI.MOEXCN;D;20190812;000000;5876.2400000;5900.3000000;5867.3900000;5875.7400000;1150446747
RI.MOEXCN;D;20190813;000000;5862.5400000;5902.9500000;5858.5900000;5887.1700000;2426971378
RI.MOEXCN;D;20190814;000000;5899.1300000;5923.1000000;5855.4100000;5862.4000000;2259376618
RI.MOEXCN;D;20190815;000000;5876.8700000;5906.8100000;5863.8400000;5864.9700000;2451986179
RI.MOEXCN;D;20190816;000000;5871.6700000;5913.1300000;5871.6700000;5900.6400000;1465212936
RI.MOEXCN;D;20190819;000000;5910.8800000;5960.5100000;5906.1100000;5923.7500000;1969556799
RI.MOEXCN;D;20190820;000000;5938.6900000;5969.2600000;5903.9500000;5947.7100000;1558099092
RI.MOEXCN;D;20190821;000000;5946.7900000;5970.7600000;5919.9100000;5967.0200000;1662973374
RI.MOEXCN;D;20190822;000000;5968.1900000;5981.2000000;5948.5800000;5966.0900000;1236949483
RI.MOEXCN;D;20190823;000000;5972.5500000;5978.3200000;5923.9200000;5925.7200000;1163300299
RI.MOEXCN;D;20190826;000000;5899.9700000;5952.3500000;5899.9700000;5927.6600000;954825524
RI.MOEXCN;D;20190827;000000;5947.9700000;5958.2500000;5919.0000000;5922.4400000;1447646320
RI.MOEXCN;D;20190828;000000;5938.4300000;5949.7400000;5900.4900000;5930.9600000;1286062102
RI.MOEXCN;D;20190829;000000;5932.9500000;5988.9100000;5920.9400000;5988.9100000;1432008683
RI.MOEXCN;D;20190830;000000;5990.4400000;6083.1400000;5973.6400000;6083.1400000;2478862240
RI.MOEXCN;D;20190902;000000;6077.5200000;6138.8900000;6069.2600000;6081.7200000;1042894636
RI.MOEXCN;D;20190903;000000;6069.7900000;6089.2400000;6034.9000000;6058.8400000;1668588439
RI.MOEXCN;D;20190904;000000;6080.7700000;6090.9200000;6043.8800000;6065.7400000;1869141530
RI.MOEXCN;D;20190905;000000;6094.4700000;6123.0200000;6064.9900000;6100.6500000;2488897162
RI.MOEXCN;D;20190906;000000;6104.5700000;6108.3200000;6058.9900000;6067.3700000;1416232027
RI.MOEXCN;D;20190909;000000;6073.1400000;6084.2500000;6032.0500000;6044.9400000;1444532478
RI.MOEXCN;D;20190910;000000;6045.1900000;6068.7600000;6023.4400000;6068.7600000;2301092783
RI.MOEXCN;D;20190911;000000;6072.0300000;6106.6500000;6056.2700000;6106.6500000;2533950559
RI.MOEXCN;D;20190912;000000;6076.3500000;6097.6400000;6038.7400000;6074.8700000;2142139370
RI.MOEXCN;D;20190913;000000;6057.8300000;6064.9400000;6034.5500000;6064.9400000;1293899112
RI.MOEXCN;D;20190916;000000;6054.3600000;6057.6900000;6013.8700000;6030.2900000;1262753090
RI.MOEXCN;D;20190917;000000;6027.4600000;6042.9100000;6010.0500000;6020.9200000;1755887643
RI.MOEXCN;D;20190918;000000;6038.0200000;6040.5100000;5983.0000000;6000.8100000;2956538675
RI.MOEXCN;D;20190919;000000;5990.0000000;5995.2100000;5905.3300000;5905.3300000;2557370468
RI.MOEXCN;D;20190920;000000;5907.7900000;5924.6800000;5857.3800000;5881.2900000;2455145658
RI.MOEXCN;D;20190923;000000;5864.9700000;5890.1700000;5841.1800000;5860.6000000;1315724533
RI.MOEXCN;D;20190924;000000;5860.5300000;5884.4200000;5836.6700000;5842.0500000;2096974770
RI.MOEXCN;D;20190925;000000;5845.6100000;5866.2100000;5821.8700000;5841.0200000;1761755468
RI.MOEXCN;D;20190926;000000;5847.4100000;5905.8300000;5847.4100000;5890.7500000;1653146623
RI.MOEXCN;D;20190927;000000;5883.8500000;5908.5100000;5858.9300000;5858.9300000;929950583
RI.MOEXCN;D;20190930;000000;5854.7700000;5872.0900000;5828.1100000;5842.8400000;1800661938
RI.MOEXCN;D;20191001;000000;5851.0200000;5880.8500000;5839.6100000;5857.3300000;1398874210
RI.MOEXCN;D;20191002;000000;5855.8000000;5863.1800000;5784.3700000;5794.9900000;1545697556
RI.MOEXCN;D;20191003;000000;5786.4300000;5795.8000000;5695.0000000;5724.0500000;2551156251
RI.MOEXCN;D;20191004;000000;5737.5300000;5751.1500000;5687.3500000;5697.9600000;1723776140
RI.MOEXCN;D;20191007;000000;5726.4100000;5731.7900000;5669.7200000;5675.2500000;1283192029
RI.MOEXCN;D;20191008;000000;5682.7700000;5693.7800000;5651.8400000;5663.5500000;2227248934
RI.MOEXCN;D;20191009;000000;5660.7300000;5686.0300000;5647.9000000;5677.7800000;2171119220
RI.MOEXCN;D;20191010;000000;5668.3500000;5678.7100000;5659.5100000;5666.4900000;1704735601
RI.MOEXCN;D;20191011;000000;5662.5100000;5662.5200000;5425.9000000;5448.4900000;13452396099
RI.MOEXCN;D;20191014;000000;5458.8000000;5490.8600000;5450.0000000;5461.8700000;8830298061
RI.MOEXCN;D;20191015;000000;5455.3000000;5515.8100000;5449.4500000;5515.8100000;4253866337
RI.MOEXCN;D;20191016;000000;5523.3500000;5557.6700000;5520.0700000;5554.4300000;3830976159
RI.MOEXCN;D;20191017;000000;5546.6600000;5569.1800000;5539.1900000;5549.9100000;3139660895
RI.MOEXCN;D;20191018;000000;5560.3100000;5575.8000000;5542.5900000;5551.2100000;2309160796
RI.MOEXCN;D;20191021;000000;5590.9900000;5629.4300000;5567.7500000;5579.4100000;11162498752
RI.MOEXCN;D;20191022;000000;5594.2700000;5633.3800000;5580.0000000;5626.0600000;4719960856
RI.MOEXCN;D;20191023;000000;5644.1200000;5657.7400000;5563.0600000;5584.8600000;3627437165
RI.MOEXCN;D;20191024;000000;5591.3600000;5614.7700000;5563.6500000;5609.2100000;4309398376
RI.MOEXCN;D;20191025;000000;5612.7300000;5618.2000000;5511.1500000;5555.5100000;6874564784
RI.MOEXCN;D;20191028;000000;5567.3000000;5610.5500000;5562.7800000;5600.9000000;4147001412
RI.MOEXCN;D;20191029;000000;5605.6500000;5651.7500000;5584.6300000;5651.7500000;5111562001
RI.MOEXCN;D;20191030;000000;5659.5600000;5663.2300000;5626.8400000;5662.4500000;2622023124
RI.MOEXCN;D;20191031;000000;5662.5900000;5675.8000000;5648.5300000;5662.4800000;2719130157
RI.MOEXCN;D;20191101;000000;5664.7300000;5732.7400000;5664.7300000;5722.8500000;3035947082
RI.MOEXCN;D;20191105;000000;5761.8700000;5806.4500000;5757.7000000;5798.5800000;3376590908
RI.MOEXCN;D;20191106;000000;5801.9600000;5862.5400000;5796.1400000;5850.7300000;2694358110
RI.MOEXCN;D;20191107;000000;5841.1700000;5888.6800000;5841.1700000;5876.8400000;2507603370
RI.MOEXCN;D;20191108;000000;5817.9600000;5882.0200000;5817.9600000;5855.1300000;3080780400
RI.MOEXCN;D;20191111;000000;5854.9100000;5894.5700000;5846.2600000;5862.8500000;1636060871
RI.MOEXCN;D;20191112;000000;5865.9200000;5891.1700000;5856.3200000;5878.1500000;2132690247
RI.MOEXCN;D;20191113;000000;5869.1200000;5887.4900000;5847.9000000;5860.4500000;1650931229
RI.MOEXCN;D;20191114;000000;5865.5200000;5874.5500000;5795.1100000;5808.6400000;2107124665
RI.MOEXCN;D;20191115;000000;5825.0400000;5858.4500000;5808.1000000;5826.1700000;3356235337
RI.MOEXCN;D;20191118;000000;5843.8300000;5881.0500000;5821.0400000;5880.8000000;12223791792
RI.MOEXCN;D;20191119;000000;5891.1200000;5933.1600000;5882.9800000;5904.2300000;5091219910
RI.MOEXCN;D;20191120;000000;5894.8200000;5910.4800000;5877.7000000;5889.4400000;2383240868
RI.MOEXCN;D;20191121;000000;5888.0600000;5890.8400000;5835.5100000;5848.7600000;3341449763
RI.MOEXCN;D;20191122;000000;5848.4300000;5860.0400000;5831.1200000;5847.3400000;3603548877
RI.MOEXCN;D;20191125;000000;5844.4300000;5875.5500000;5842.6200000;5868.4400000;2497351411
RI.MOEXCN;D;20191126;000000;5876.2100000;5887.1900000;5828.8000000;5828.8000000;3738556622
RI.MOEXCN;D;20191127;000000;5859.3600000;5893.7500000;5855.8400000;5869.3300000;2526070432
RI.MOEXCN;D;20191128;000000;5876.5100000;5884.8000000;5831.8400000;5851.9300000;2092586786
RI.MOEXCN;D;20191129;000000;5853.4700000;5897.5100000;5837.4800000;5897.1000000;2740157839
RI.MOEXCN;D;20191202;000000;5899.0500000;5930.1100000;5843.0300000;5846.4000000;3861606639
RI.MOEXCN;D;20191203;000000;5850.3700000;5875.3000000;5807.0800000;5822.0900000;3115365223
RI.MOEXCN;D;20191204;000000;5837.0800000;5883.4000000;5830.3100000;5868.3700000;1887310773
RI.MOEXCN;D;20191205;000000;5884.4000000;5900.7100000;5866.9700000;5895.2000000;1908242007
RI.MOEXCN;D;20191206;000000;5920.2300000;5954.5900000;5909.2100000;5951.7100000;1847366798
RI.MOEXCN;D;20191209;000000;5969.1700000;5981.7000000;5923.9500000;5955.2600000;2043848529
RI.MOEXCN;D;20191210;000000;5937.0500000;5957.7900000;5917.9000000;5957.0600000;1587866330
RI.MOEXCN;D;20191211;000000;5953.8500000;5989.4000000;5950.6200000;5978.8400000;1948821674
RI.MOEXCN;D;20191212;000000;6003.1600000;6024.5700000;5991.5100000;6017.7600000;2667908199
RI.MOEXCN;D;20191213;000000;6001.1500000;6022.7800000;5983.9600000;6022.7800000;2934915830
RI.MOEXCN;D;20191216;000000;5998.2800000;6013.7300000;5915.6500000;5915.6500000;3625922124
RI.MOEXCN;D;20191217;000000;5933.5200000;5959.9800000;5923.2800000;5942.1100000;2499144933
RI.MOEXCN;D;20191218;000000;5937.0200000;5947.7600000;5883.9900000;5898.1400000;3503569886
RI.MOEXCN;D;20191219;000000;5902.3900000;5925.6300000;5868.1200000;5880.0600000;3569183767
RI.MOEXCN;D;20191220;000000;5896.2800000;5909.7400000;5848.3100000;5859.0200000;4167086364
RI.MOEXCN;D;20191223;000000;5868.2100000;5897.7400000;5864.6800000;5891.5800000;2234231821
RI.MOEXCN;D;20191224;000000;5904.6800000;5922.5900000;5894.1400000;5919.4300000;2149598172
RI.MOEXCN;D;20191225;000000;5929.3200000;5956.3200000;5920.8400000;5947.3500000;1951520741
RI.MOEXCN;D;20191226;000000;5952.9100000;5978.4400000;5950.7900000;5973.7400000;2290769611
RI.MOEXCN;D;20191227;000000;5993.3100000;6010.9500000;5956.3100000;5997.6000000;2896735611
RI.MOEXCN;D;20191230;000000;5996.4800000;6026.1100000;5985.8600000;5989.0300000;2076367771
RI.MOEXCN;D;20200103;000000;5987.1900000;6030.2700000;5987.1900000;6010.5300000;2170370224
RI.MOEXCN;D;20200106;000000;6008.8500000;6008.8500000;5962.7200000;5992.8100000;2112227955
RI.MOEXCN;D;20200108;000000;5980.7300000;6004.3800000;5942.0800000;5992.9900000;2440391383
RI.MOEXCN;D;20200109;000000;5966.8300000;6017.0300000;5952.5700000;6017.0300000;3099977966
RI.MOEXCN;D;20200110;000000;6013.4700000;6069.6000000;6012.2000000;6056.7300000;3021922389
RI.MOEXCN;D;20200113;000000;6050.8200000;6074.5100000;6043.6900000;6057.1100000;2174381375
RI.MOEXCN;D;20200114;000000;6065.9200000;6097.7100000;6028.1800000;6028.1800000;3310145261
RI.MOEXCN;D;20200115;000000;6014.1300000;6066.7600000;5988.2200000;6014.9000000;7530325437
RI.MOEXCN;D;20200116;000000;6031.9000000;6152.2900000;6031.9000000;6114.8100000;10825264434
RI.MOEXCN;D;20200117;000000;6144.8100000;6225.4200000;6144.8100000;6225.4200000;8832144914
RI.MOEXCN;D;20200120;000000;6248.0700000;6322.5900000;6230.5200000;6311.6100000;8837295017
RI.MOEXCN;D;20200121;000000;6320.9600000;6321.3700000;6259.3300000;6302.8000000;6348134740
RI.MOEXCN;D;20200122;000000;6339.6300000;6380.7700000;6272.5700000;6293.1000000;8652213727
RI.MOEXCN;D;20200123;000000;6251.4700000;6328.6000000;6240.6000000;6304.5900000;6221649167
RI.MOEXCN;D;20200124;000000;6331.7200000;6360.1500000;6295.4600000;6338.9000000;6105560296
RI.MOEXCN;D;20200127;000000;6271.9400000;6315.9200000;6247.7000000;6303.7500000;5165519415
RI.MOEXCN;D;20200128;000000;6312.7600000;6339.3200000;6281.7100000;6304.9400000;4198292270
RI.MOEXCN;D;20200129;000000;6313.2100000;6418.0100000;6309.4800000;6408.9100000;5620718735
RI.MOEXCN;D;20200130;000000;6367.1600000;6447.3800000;6359.0500000;6423.9300000;4378044419
RI.MOEXCN;D;20200131;000000;6434.8300000;6459.4700000;6364.5600000;6364.5600000;4221467348
RI.MOEXCN;D;20200203;000000;6327.0600000;6398.5500000;6326.1400000;6362.8000000;3911969207
RI.MOEXCN;D;20200204;000000;6387.6400000;6427.3300000;6387.6400000;6411.5700000;3974761223
RI.MOEXCN;D;20200205;000000;6418.2900000;6439.1200000;6388.0700000;6409.9400000;6953452629
RI.MOEXCN;D;20200206;000000;6448.0600000;6450.4800000;6364.9200000;6396.0800000;7592935020
RI.MOEXCN;D;20200207;000000;6398.6200000;6407.9300000;6329.1900000;6357.0800000;4446593373
RI.MOEXCN;D;20200210;000000;6351.3700000;6383.3500000;6296.4100000;6310.4400000;4717818090
RI.MOEXCN;D;20200211;000000;6350.1300000;6368.8500000;6287.9100000;6315.7800000;3886700664
RI.MOEXCN;D;20200212;000000;6311.2800000;6375.4200000;6299.1000000;6375.4200000;6664950529
RI.MOEXCN;D;20200213;000000;6375.0300000;6401.9600000;6352.0200000;6378.2900000;5381257049
RI.MOEXCN;D;20200214;000000;6391.4500000;6416.9400000;6324.4700000;6347.7500000;8588374074
RI.MOEXCN;D;20200217;000000;6349.1900000;6368.3500000;6332.6300000;6364.4300000;3807084283
RI.MOEXCN;D;20200218;000000;6360.0100000;6369.7000000;6306.1100000;6311.6600000;4086860124
RI.MOEXCN;D;20200219;000000;6317.1700000;6356.5200000;6300.6900000;6356.5200000;4639432128
RI.MOEXCN;D;20200220;000000;6371.1800000;6391.6700000;6348.7400000;6369.4100000;3729073381
RI.MOEXCN;D;20200221;000000;6345.9900000;6380.2500000;6336.2900000;6337.5400000;3437463470
RI.MOEXCN;D;20200225;000000;6221.8000000;6274.1800000;6102.7900000;6102.7900000;9043284293
RI.MOEXCN;D;20200226;000000;6053.0100000;6083.7200000;5948.4500000;6071.9500000;9654877503
RI.MOEXCN;D;20200227;000000;6022.5600000;6066.7100000;5903.1600000;5917.6200000;7499848622
RI.MOEXCN;D;20200228;000000;5743.5800000;5775.2400000;5585.0000000;5754.5900000;10239285195
RI.MOEXCN;D;20200302;000000;5875.5900000;6003.3400000;5763.0600000;5829.9200000;7955944203
RI.MOEXCN;D;20200303;000000;5916.7400000;5936.2200000;5833.3500000;5871.0400000;6164936339
RI.MOEXCN;D;20200304;000000;5817.8300000;5828.4100000;5782.7900000;5801.3600000;4534300648
RI.MOEXCN;D;20200305;000000;5857.1300000;5875.0300000;5779.3600000;5846.6900000;5010276661
RI.MOEXCN;D;20200306;000000;5750.5700000;5795.5600000;5603.9400000;5631.3700000;6517941767
RI.MOEXCN;D;20200310;000000;5203.7600000;5469.1100000;5101.5000000;5283.2100000;12037565811
RI.MOEXCN;D;20200311;000000;5349.5100000;5411.4500000;5279.6700000;5291.3000000;6797446660
RI.MOEXCN;D;20200312;000000;5120.5000000;5120.5000000;4775.4200000;4849.4700000;9933834112
RI.MOEXCN;D;20200313;000000;4765.9300000;5124.9100000;4765.9300000;4972.2900000;9365549511
RI.MOEXCN;D;20200316;000000;4894.2100000;4929.7400000;4672.1200000;4827.2300000;7865503928
RI.MOEXCN;D;20200317;000000;4866.5700000;4964.3300000;4655.2900000;4764.1900000;7719526020
RI.MOEXCN;D;20200318;000000;4731.4900000;4901.5000000;4673.5100000;4767.5000000;10130212379
RI.MOEXCN;D;20200319;000000;4804.2900000;5010.3000000;4776.1600000;4977.8000000;9525840970
RI.MOEXCN;D;20200320;000000;5124.5500000;5311.7700000;5101.7100000;5175.4200000;9137192495
RI.MOEXCN;D;20200323;000000;5074.7200000;5329.7700000;4985.9300000;5172.5500000;7883068696
RI.MOEXCN;D;20200324;000000;5320.7900000;5398.2700000;5297.7700000;5325.7500000;6998763111
RI.MOEXCN;D;20200325;000000;5403.9400000;5501.2000000;5211.0400000;5313.9300000;8586147334
RI.MOEXCN;D;20200326;000000;5328.6900000;5435.2500000;5240.8300000;5412.4300000;6892841821
RI.MOEXCN;D;20200327;000000;5443.3900000;5455.9300000;5279.0900000;5308.1800000;4926277612
RI.MOEXCN;D;20200330;000000;5274.9700000;5417.2900000;5274.9700000;5408.5300000;4106690646
RI.MOEXCN;D;20200331;000000;5457.5500000;5561.4100000;5443.1400000;5505.9700000;5204376430
RI.MOEXCN;D;20200401;000000;5425.9200000;5507.8600000;5411.3100000;5452.1300000;4319124126
RI.MOEXCN;D;20200402;000000;5499.6400000;5524.6300000;5403.5900000;5473.6200000;5837144865
RI.MOEXCN;D;20200403;000000;5451.9300000;5542.3900000;5451.9300000;5498.6900000;5482000592
RI.MOEXCN;D;20200406;000000;5550.9600000;5643.7700000;5542.1000000;5624.6600000;4648272437
RI.MOEXCN;D;20200407;000000;5669.1600000;5749.5200000;5589.4900000;5626.5000000;6387543841
RI.MOEXCN;D;20200408;000000;5578.1400000;5728.8000000;5578.1400000;5728.8000000;5325751553
RI.MOEXCN;D;20200409;000000;5748.9900000;5785.3300000;5660.3100000;5701.1200000;6073831980
RI.MOEXCN;D;20200410;000000;5667.9100000;5692.2600000;5640.7600000;5692.2600000;1803929281
RI.MOEXCN;D;20200413;000000;5675.4800000;5712.2600000;5580.1600000;5625.1300000;2607806714
RI.MOEXCN;D;20200414;000000;5668.1600000;5704.3600000;5645.3800000;5693.7100000;5281058016
RI.MOEXCN;D;20200415;000000;5672.6500000;5684.0000000;5476.8000000;5487.5800000;4623166797
RI.MOEXCN;D;20200416;000000;5474.0600000;5534.9900000;5398.6000000;5466.5700000;4577876317
RI.MOEXCN;D;20200417;000000;5524.6100000;5530.4500000;5449.7100000;5457.4000000;3184596145
RI.MOEXCN;D;20200420;000000;5496.8500000;5499.2200000;5428.5500000;5459.2000000;4028841653
RI.MOEXCN;D;20200421;000000;5397.3900000;5421.0800000;5310.3100000;5395.2900000;5570266423
RI.MOEXCN;D;20200422;000000;5384.6900000;5524.9700000;5382.1400000;5478.8800000;4914194783
RI.MOEXCN;D;20200423;000000;5518.9300000;5534.6800000;5477.6000000;5511.4200000;3647915732
RI.MOEXCN;D;20200424;000000;5507.9500000;5513.5300000;5442.8800000;5449.6900000;2960257155
RI.MOEXCN;D;20200427;000000;5492.8600000;5570.9500000;5490.9900000;5569.0500000;4418286032
